Método,Quadro (imagem),min_val,max_val
TM_CCOEFF,im209,-88031696.0,66496464.0
TM_CCOEFF,im210,-87994128.0,66537176.0
TM_CCOEFF,im211,-87962656.0,66495736.0
TM_CCOEFF,im212,-87963744.0,66495904.0
TM_CCOEFF,im213,-87968072.0,66303620.0
TM_CCOEFF,im214,-87975472.0,66318108.0
TM_CCOEFF,im215,-87905392.0,66000440.0
TM_CCOEFF,im216,-87860688.0,66016652.0
TM_CCOEFF,im217,-88049688.0,66082420.0
TM_CCOEFF,im218,-88262064.0,66045052.0
TM_CCOEFF,im219,-87993528.0,65912960.0
TM_CCOEFF,im220,-87789456.0,65862112.0
TM_CCOEFF,im221,-88020576.0,68588664.0
TM_CCOEFF,im222,-87925968.0,70777616.0
TM_CCOEFF,im223,-86621056.0,70406712.0
TM_CCOEFF,im224,-89114368.0,70089224.0
TM_CCOEFF,im225,-92421328.0,75593960.0
TM_CCOEFF,im226,-94691240.0,75659656.0
TM_CCOEFF,im227,-92549280.0,72859224.0
TM_CCOEFF,im228,-90016648.0,66758016.0
TM_CCOEFF,im229,-87167064.0,65809688.0
TM_CCOEFF,im230,-83240056.0,65766548.0
TM_CCOEFF,im231,-77043416.0,65861188.0
TM_CCOEFF,im232,-71593952.0,65720528.0
TM_CCOEFF,im233,-71820240.0,65610712.0
TM_CCOEFF,im234,-72247408.0,65536260.0
TM_CCOEFF,im235,-72432432.0,65569344.0
TM_CCOEFF,im236,-72585208.0,65351548.0
TM_CCOEFF,im237,-72980680.0,65350064.0
TM_CCOEFF,im238,-73148232.0,65292932.0
TM_CCOEFF,im239,-73384016.0,65348108.0
TM_CCOEFF,im240,-73440864.0,65320092.0
TM_CCOEFF,im241,-73264000.0,65321952.0
TM_CCOEFF,im242,-72947952.0,65313148.0
TM_CCOEFF,im243,-72626792.0,65265548.0
TM_CCOEFF,im244,-76670912.0,65182564.0
TM_CCOEFF,im245,-81379296.0,64977088.0
TM_CCOEFF,im246,-82592376.0,64944340.0
TM_CCOEFF,im247,-85832880.0,65029900.0
TM_CCOEFF,im248,-86652488.0,64941624.0
TM_CCOEFF,im249,-88293040.0,66053244.0
TM_CCOEFF,im250,-90124224.0,71690152.0
TM_CCOEFF,im251,-92621304.0,73490240.0
TM_CCOEFF,im252,-91137048.0,75403888.0
TM_CCOEFF,im253,-88666144.0,73830568.0
TM_CCOEFF,im254,-86086096.0,70939760.0
TM_CCOEFF,im255,-86742552.0,72831512.0
TM_CCOEFF,im256,-88269104.0,71042832.0
TM_CCOEFF,im257,-88530600.0,68777168.0
TM_CCOEFF,im258,-88662056.0,66744604.0
TM_CCOEFF,im259,-88803480.0,65829496.0
